OFFENSE_CODE_GROUP,DISTRICT,YEAR,HOUR,TIME
Fraud,A1,2018,18,1
Larceny,A1,2018,18,1
Towed,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Larceny,A7,2018,18,1
Vandalism,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Larceny,A1,2018,18,1
Other,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Towed,A1,2018,18,1
Larceny,A1,2018,18,1
Commercial Burglary,A1,2018,18,1
Commercial Burglary,A1,2018,18,1
Medical Assistance,A15,2018,18,1
Robbery,A1,2018,18,1
Investigate Person,A7,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Simple Assault,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Towed,A7,2018,18,1
Investigate Property,A1,2018,18,1
Investigate Property,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Firearm Violations,A1,2018,18,1
Simple Assault,A1,2018,18,1
Larceny,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Larceny,A1,2018,18,1
Other,A1,2018,18,1
Drug Violation,A1,2018,18,1
Other,A1,2018,18,1
Restraining Order Violations,A1,2018,18,1
Towed,A1,2018,18,1
Drug Violation,A1,2018,18,1
Investigate Property,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Police Service Incidents,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Other,A1,2018,18,1
Other,A1,2018,18,1
Simple Assault,A1,2018,18,1
Drug Violation,A1,2018,18,1
Larceny,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Residential Burglary,A7,2018,18,1
Confidence Games,A1,2018,18,1
Property Lost,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Firearm Violations,A1,2018,18,1
Other,A1,2018,18,1
Property Lost,A1,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Verbal Disputes,A7,2018,18,1
Drug Violation,A1,2018,18,1
Larceny,A15,2018,18,1
Warrant Arrests,A7,2018,18,1
Robbery,A7,2018,18,1
Robbery,A7,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Larceny,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Person,A1,2018,18,1
Vandalism,A15,2018,18,1
Larceny,A1,2018,18,1
Confidence Games,A1,2018,18,1
Medical Assistance,A15,2018,18,1
Harassment,A1,2018,18,1
Drug Violation,A1,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Other,A15,2018,18,1
Verbal Disputes,A7,2018,18,1
Simple Assault,A15,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Police Service Incidents,A7,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Investigate Person,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Fraud,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Simple Assault,A1,2018,18,1
Aggravated Assault,A15,2018,18,1
Vandalism,A15,2018,18,1
Larceny,A1,2018,18,1
Simple Assault,A15,2018,18,1
Disorderly Conduct,A1,2018,18,1
Other,A1,2018,18,1
Towed,A1,2018,18,1
Verbal Disputes,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Investigate Person,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Property Lost,A1,2018,18,1
Larceny,A1,2018,18,1
Harassment,A15,2018,18,1
Medical Assistance,A1,2018,18,1
Robbery,A15,2018,18,1
Other,A15,2018,18,1
Simple Assault,A7,2018,18,1
Firearm Violations,A7,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A1,2018,18,1
Other,A1,2018,18,1
Other Burglary,A1,2018,18,1
Investigate Property,A1,2018,18,1
Simple Assault,A1,2018,18,1
Robbery,A15,2018,18,1
Simple Assault,A15,2018,18,1
Investigate Person,A1,2018,18,1
Property Lost,A1,2018,18,1
Drug Violation,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Drug Violation,A1,2018,18,1
Robbery,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Larceny,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Towed,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Drug Violation,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Simple Assault,A15,2018,18,1
Drug Violation,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A15,2018,18,1
Warrant Arrests,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Harassment,A15,2018,18,1
Vandalism,A1,2018,18,1
Property Found,A1,2018,18,1
Larceny,A7,2018,18,1
Larceny From Motor Vehicle,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Property,A1,2018,18,1
Property Lost,A15,2018,18,1
Vandalism,A1,2018,18,1
Property Lost,A1,2018,18,1
Fraud,A7,2018,18,1
Larceny,A7,2018,18,1
Simple Assault,A1,2018,18,1
Other,A15,2018,18,1
Larceny,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Simple Assault,A1,2018,18,1
Drug Violation,A1,2018,18,1
Other,A1,2018,18,1
Investigate Person,A1,2018,18,1
Vandalism,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Vandalism,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Robbery,A15,2018,18,1
Drug Violation,A1,2018,18,1
Simple Assault,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A7,2018,18,1
Violations,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Investigate Property,A1,2018,18,1
Investigate Person,A15,2018,18,1
License Plate Related Incidents,A1,2018,18,1
Simple Assault,A1,2018,18,1
Liquor Violation,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Aggravated Assault,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Recovered Stolen Property,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Liquor Violation,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Simple Assault,A1,2018,18,1
Drug Violation,A7,2018,18,1
Fraud,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Investigate Person,A7,2018,18,1
Simple Assault,A1,2018,18,1
Simple Assault,A7,2018,18,1
Firearm Violations,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Confidence Games,A1,2018,18,1
License Violation,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Medical Assistance,A1,2018,18,1
Other,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Larceny,A1,2018,18,1
Other,A7,2018,18,1
Larceny,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Other,A1,2018,18,1
Verbal Disputes,A7,2018,18,1
Other,A1,2018,18,1
Drug Violation,A15,2018,18,1
Service,A1,2018,18,1
Drug Violation,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Verbal Disputes,A15,2018,18,1
Harassment,A7,2018,18,1
Missing Person Reported,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Investigate Property,A1,2018,18,1
Commercial Burglary,A1,2018,18,1
Auto Theft,A1,2018,18,1
Violations,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Drug Violation,A15,2018,18,1
Drug Violation,A15,2018,18,1
Drug Violation,A15,2018,18,1
Drug Violation,A15,2018,18,1
Simple Assault,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Medical Assistance,A15,2018,18,1
Towed,A1,2018,18,1
Counterfeiting,A1,2018,18,1
Investigate Person,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Robbery,A1,2018,18,1
Larceny,A1,2018,18,1
Drug Violation,A7,2018,18,1
Harassment,A1,2018,18,1
Fraud,A1,2018,18,1
Larceny,A1,2018,18,1
Missing Person Reported,A1,2018,18,1
Missing Person Located,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Robbery,A1,2018,18,1
Drug Violation,A7,2018,18,1
Simple Assault,A1,2018,18,1
Drug Violation,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Larceny From Motor Vehicle,A7,2018,18,1
Harassment,A1,2018,18,1
Other,A1,2018,18,1
Investigate Person,A1,2018,18,1
Residential Burglary,A7,2018,18,1
Simple Assault,A7,2018,18,1
Fraud,A1,2018,18,1
Other,A1,2018,18,1
Larceny,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Fraud,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Residential Burglary,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Other,A1,2018,18,1
Larceny,A1,2018,18,1
Larceny,A1,2018,18,1
Simple Assault,A1,2018,18,1
Harassment,A1,2018,18,1
Simple Assault,A1,2018,18,1
Warrant Arrests,A7,2018,18,1
Larceny,A1,2018,18,1
Towed,A1,2018,18,1
Investigate Person,A1,2018,18,1
Fraud,A1,2018,18,1
Other,A1,2018,18,1
Investigate Person,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Towed,A7,2018,18,1
Other,A15,2018,18,1
Warrant Arrests,A15,2018,18,1
Drug Violation,A15,2018,18,1
Drug Violation,A15,2018,18,1
Drug Violation,A15,2018,18,1
Other,A1,2018,18,1
Property Lost,A1,2018,18,1
Property Lost,A1,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Property Lost,A1,2018,18,1
Towed,A7,2018,18,1
Verbal Disputes,A1,2018,18,1
Investigate Property,A1,2018,18,1
Simple Assault,A1,2018,18,1
Vandalism,A1,2018,18,1
Larceny,A1,2018,18,1
Vandalism,A15,2018,18,1
Vandalism,A15,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Other,A7,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Person,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Simple Assault,A7,2018,18,1
Larceny,A1,2018,18,1
Robbery,A1,2018,18,1
Simple Assault,A1,2018,18,1
Firearm Violations,A1,2018,18,1
Drug Violation,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
License Violation,A1,2018,18,1
Fraud,A1,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Medical Assistance,A15,2018,18,1
Larceny,A1,2018,18,1
Counterfeiting,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Investigate Property,A7,2018,18,1
Investigate Property,A1,2018,18,1
Larceny,A7,2018,18,1
Property Lost,A1,2018,18,1
Violations,A7,2018,18,1
Harassment,A7,2018,18,1
Violations,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Larceny From Motor Vehicle,A7,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A7,2018,18,1
Medical Assistance,A15,2018,18,1
Vandalism,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Larceny,A1,2018,18,1
Confidence Games,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Other,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Simple Assault,A15,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A1,2018,18,1
Harassment,A15,2018,18,1
Warrant Arrests,A15,2018,18,1
Medical Assistance,A15,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Service,A7,2018,18,1
Fraud,A1,2018,18,1
Aggravated Assault,A7,2018,18,1
Larceny,A1,2018,18,1
Larceny,A1,2018,18,1
Property Found,A1,2018,18,1
Property Lost,A1,2018,18,1
Larceny,A1,2018,18,1
Towed,A1,2018,18,1
Firearm Violations,A15,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Larceny,A1,2018,18,1
Operating Under the Influence,A1,2018,18,1
Violations,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Property Lost,A1,2018,18,1
Drug Violation,A1,2018,18,1
License Violation,A1,2018,18,1
License Violation,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Other,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Robbery,A7,2018,18,1
Larceny,A1,2018,18,1
Aggravated Assault,A7,2018,18,1
Vandalism,A1,2018,18,1
Simple Assault,A7,2018,18,1
Vandalism,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Property Lost,A1,2018,18,1
Larceny,A7,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Investigate Property,A7,2018,18,1
Restraining Order Violations,A1,2018,18,1
Service,A15,2018,18,1
Simple Assault,A7,2018,18,1
Police Service Incidents,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Firearm Violations,A1,2018,18,1
Larceny,A1,2018,18,1
Verbal Disputes,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Property Lost,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Drug Violation,A7,2018,18,1
Violations,A7,2018,18,1
Warrant Arrests,A1,2018,18,1
Robbery,A1,2018,18,1
Auto Theft,A1,2018,18,1
Investigate Person,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Disorderly Conduct,A1,2018,18,1
Fraud,A7,2018,18,1
Medical Assistance,A15,2018,18,1
Other,A1,2018,18,1
Investigate Person,A7,2018,18,1
Towed,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Larceny From Motor Vehicle,A1,2018,18,1
Larceny,A1,2018,18,1
Other,A1,2018,18,1
Motor Vehicle Accident Response,A15,2018,18,1
Larceny,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Larceny,A7,2018,18,1
Investigate Person,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Person,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Drug Violation,A15,2018,18,1
Vandalism,A7,2018,18,1
Larceny,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Larceny,A7,2018,18,1
Verbal Disputes,A7,2018,18,1
Police Service Incidents,A7,2018,18,1
Police Service Incidents,A7,2018,18,1
Police Service Incidents,A7,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A7,2018,18,1
Drug Violation,A7,2018,18,1
Investigate Property,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Property,A7,2018,18,1
Fire Related Reports,A1,2018,18,1
Other,A15,2018,18,1
Larceny,A1,2018,18,1
Larceny,A7,2018,18,1
Property Lost,A1,2018,18,1
Commercial Burglary,A1,2018,18,1
Missing Person Located,A7,2018,18,1
Larceny,A1,2018,18,1
Auto Theft,A1,2018,18,1
Recovered Stolen Property,A1,2018,18,1
Larceny,A1,2018,18,1
Motor Vehicle Accident Response,A1,2018,18,1
Drug Violation,A1,2018,18,1
Fraud,A1,2018,18,1
Harbor Related Incidents,A7,2018,18,1
Property Lost,A15,2018,18,1
Investigate Person,A7,2018,18,1
Vandalism,A15,2018,18,1
Commercial Burglary,A15,2018,18,1
Warrant Arrests,A7,2018,18,1
Medical Assistance,A1,2018,18,1
Restraining Order Violations,A1,2018,18,1
Medical Assistance,A7,2018,18,1
Medical Assistance,A7,2018,18,1
Vandalism,A1,2018,18,1
Investigate Property,A1,2018,18,1
Other,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Person,A15,2018,18,1
License Plate Related Incidents,A7,2018,18,1
Other,A1,2018,18,1
Motor Vehicle Accident Response,A7,2018,18,1
Vandalism,A7,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Other,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Drug Violation,A1,2018,18,1
Other,A7,2018,18,1
Residential Burglary,A7,2018,18,1
Larceny,A1,2018,18,1
Larceny,A1,2018,18,1
Larceny,A1,2018,18,1
Investigate Person,A1,2018,18,1
Drug Violation,A7,2018,18,1
Commercial Burglary,A1,2018,18,1
Commercial Burglary,A1,2018,18,1
Auto Theft,A7,2018,18,1
Property Lost,A1,2018,18,1
Investigate Person,A15,2018,18,1
Larceny,A1,2018,18,1
Aggravated Assault,A1,2018,18,1
Other,A1,2018,18,1
Warrant Arrests,A1,2018,18,1
Simple Assault,A1,2018,18,1
Recovered Stolen Property,A1,2018,18,1
Disorderly Conduct,A1,2018,18,1
Other,A1,2018,18,1
Investigate Property,A1,2018,18,1
Simple Assault,A7,2018,18,1
Investigate Person,A7,2018,18,1
Aggravated Assault,A1,2018,18,1
Disorderly Conduct,A15,2018,18,1
Disorderly Conduct,A15,2018,18,1
Warrant Arrests,A15,2018,18,1
Warrant Arrests,A1,2018,18,1
Simple Assault,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Drug Violation,A1,2018,18,1
Investigate Person,A1,2018,18,1
License Plate Related Incidents,A1,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A15,2018,19,1
Verbal Disputes,A7,2018,19,1
Simple Assault,A7,2018,19,1
Firearm Violations,A7,2018,19,1
Disorderly Conduct,A7,2018,19,1
Other,A7,2018,19,1
Vandalism,A15,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Towed,A1,2018,19,1
Property Lost,A1,2018,19,1
Verbal Disputes,A15,2018,19,1
Fire Related Reports,A7,2018,19,1
Investigate Person,A15,2018,19,1
Drug Violation,A7,2018,19,1
Drug Violation,A7,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Property Lost,A1,2018,19,1
Vandalism,A7,2018,19,1
Larceny From Motor Vehicle,A7,2018,19,1
Simple Assault,A7,2018,19,1
Investigate Person,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Property Lost,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Property Lost,A1,2018,19,1
Verbal Disputes,A7,2018,19,1
Simple Assault,A1,2018,19,1
Investigate Person,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Investigate Person,A1,2018,19,1
Larceny,A7,2018,19,1
Missing Person Reported,A15,2018,19,1
Medical Assistance,A1,2018,19,1
Investigate Person,A1,2018,19,1
Larceny,A7,2018,19,1
Larceny,A7,2018,19,1
Firearm Violations,A7,2018,19,1
Warrant Arrests,A1,2018,19,1
Larceny,A15,2018,19,1
Larceny,A1,2018,19,1
Larceny,A1,2018,19,1
Other,A1,2018,19,1
Drug Violation,A7,2018,19,1
Drug Violation,A7,2018,19,1
Investigate Person,A1,2018,19,1
Other,A7,2018,19,1
Larceny,A1,2018,19,1
Larceny,A15,2018,19,1
Medical Assistance,A15,2018,19,1
Investigate Person,A1,2018,19,1
Fraud,A1,2018,19,1
Warrant Arrests,A1,2018,19,1
Verbal Disputes,A7,2018,19,1
Simple Assault,A15,2018,19,1
Vandalism,A15,2018,19,1
Investigate Person,A1,2018,19,1
Verbal Disputes,A1,2018,19,1
Drug Violation,A1,2018,19,1
Other,A1,2018,19,1
Drug Violation,A1,2018,19,1
Investigate Person,A7,2018,19,1
Criminal Harassment,A7,2018,19,1
Medical Assistance,A1,2018,19,1
Larceny,A1,2018,19,1
Harassment,A1,2018,19,1
Investigate Person,A1,2018,19,1
Larceny,A1,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Drug Violation,A1,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Other,A1,2018,19,1
Drug Violation,A1,2018,19,1
Drug Violation,A7,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Medical Assistance,A1,2018,19,1
Investigate Person,A1,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Motor Vehicle Accident Response,A7,2018,19,1
Property Found,A1,2018,19,1
Medical Assistance,A7,2018,19,1
Investigate Person,A7,2018,19,1
Commercial Burglary,A1,2018,19,1
Fraud,A1,2018,19,1
Aggravated Assault,A15,2018,19,1
Other,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Larceny,A1,2018,19,1
Vandalism,A1,2018,19,1
Property Lost,A1,2018,19,1
Larceny,A1,2018,19,1
Property Found,A1,2018,19,1
Other,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Fraud,A1,2018,19,1
Restraining Order Violations,A1,2018,19,1
Other,A1,2018,19,1
Vandalism,A7,2018,19,1
Fraud,A1,2018,19,1
Larceny,A1,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Medical Assistance,A7,2018,19,1
Motor Vehicle Accident Response,A7,2018,19,1
Drug Violation,A7,2018,19,1
Drug Violation,A7,2018,19,1
Criminal Harassment,A7,2018,19,1
Simple Assault,A1,2018,19,1
Harbor Related Incidents,A7,2018,19,1
Property Found,A1,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Simple Assault,A1,2018,19,1
Drug Violation,A1,2018,19,1
Investigate Person,A7,2018,19,1
Property Lost,A1,2018,19,1
Investigate Person,A15,2018,19,1
Medical Assistance,A1,2018,19,1
Simple Assault,A1,2018,19,1
Residential Burglary,A1,2018,19,1
Fraud,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Fraud,A1,2018,19,1
Larceny From Motor Vehicle,A7,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Other,A1,2018,19,1
Drug Violation,A1,2018,19,1
Drug Violation,A1,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Robbery,A15,2018,19,1
Drug Violation,A1,2018,19,1
Drug Violation,A1,2018,19,1
Drug Violation,A1,2018,19,1
Warrant Arrests,A1,2018,19,1
Firearm Discovery,A7,2018,19,1
Medical Assistance,A7,2018,19,1
Disorderly Conduct,A1,2018,19,1
Aggravated Assault,A1,2018,19,1
Violations,A15,2018,19,1
Drug Violation,A7,2018,19,1
Larceny,A1,2018,19,1
Simple Assault,A7,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A7,2018,19,1
Investigate Person,A7,2018,19,1
Fraud,A1,2018,19,1
Assembly or Gathering Violations,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Simple Assault,A7,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Restraining Order Violations,A1,2018,19,1
Disorderly Conduct,A1,2018,19,1
Larceny,A1,2018,19,1
Disorderly Conduct,A1,2018,19,1
Property Lost,A7,2018,19,1
Medical Assistance,A7,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Medical Assistance,A7,2018,19,1
Missing Person Reported,A7,2018,19,1
Medical Assistance,A15,2018,19,1
Warrant Arrests,A1,2018,19,1
Residential Burglary,A7,2018,19,1
Vandalism,A1,2018,19,1
Vandalism,A1,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Other,A1,2018,19,1
Investigate Person,A1,2018,19,1
Drug Violation,A1,2018,19,1
Towed,A1,2018,19,1
Other,A1,2018,19,1
Motor Vehicle Accident Response,A7,2018,19,1
Investigate Person,A7,2018,19,1
Medical Assistance,A1,2018,19,1
Larceny,A1,2018,19,1
Simple Assault,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Larceny From Motor Vehicle,A7,2018,19,1
Property Lost,A15,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Missing Person Reported,A7,2018,19,1
Missing Person Reported,A7,2018,19,1
Verbal Disputes,A7,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Firearm Violations,A7,2018,19,1
Violations,A7,2018,19,1
Medical Assistance,A7,2018,19,1
Medical Assistance,A15,2018,19,1
Simple Assault,A7,2018,19,1
Motor Vehicle Accident Response,A7,2018,19,1
Investigate Person,A1,2018,19,1
Simple Assault,A15,2018,19,1
Other,A1,2018,19,1
Investigate Property,A7,2018,19,1
Drug Violation,A7,2018,19,1
Larceny,A1,2018,19,1
Property Lost,A1,2018,19,1
Investigate Property,A1,2018,19,1
Other,A1,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Confidence Games,A1,2018,19,1
Larceny,A15,2018,19,1
Drug Violation,A15,2018,19,1
Drug Violation,A15,2018,19,1
Simple Assault,A15,2018,19,1
Warrant Arrests,A1,2018,19,1
Restraining Order Violations,A7,2018,19,1
Towed,A7,2018,19,1
Property Found,A7,2018,19,1
Larceny,A1,2018,19,1
Motor Vehicle Accident Response,A15,2018,19,1
Aircraft,A7,2018,19,1
Medical Assistance,A7,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Larceny From Motor Vehicle,A7,2018,19,1
Drug Violation,A1,2018,19,1
Drug Violation,A1,2018,19,1
Medical Assistance,A7,2018,19,1
Investigate Property,A1,2018,19,1
Larceny From Motor Vehicle,A1,2018,19,1
Vandalism,A7,2018,19,1
Simple Assault,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Motor Vehicle Accident Response,A7,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Drug Violation,A1,2018,19,1
Warrant Arrests,A1,2018,19,1
Simple Assault,A1,2018,19,1
Larceny,A1,2018,19,1
Larceny,A1,2018,19,1
Medical Assistance,A1,2018,19,1
Motor Vehicle Accident Response,A1,2018,19,1
Harassment,A1,2018,19,1
Medical Assistance,A15,2018,19,1
Drug Violation,A7,2018,19,1
Auto Theft,A7,2018,19,1
Firearm Violations,A7,2018,19,1
Other,A7,2018,19,1
Medical Assistance,A1,2018,19,1
Investigate Property,A1,2018,19,1
Other,A7,2018,19,1
Property Lost,A1,2018,19,1
